Brand,Product,Display,RAM,DDR/SDR,HardDisk,Processor,OS,Pricing,Customer,Rating
ACER,Acer Spin 7 Core i7 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,14,8 GB DDR3,DDR,256 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,119990,16,4.2
HP,HP G6 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 240 G6 Laptop,14,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),64 bit DOS,27990,288,4.4
DELL,Dell 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 5577 Gaming Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (7th Gen),64 bit Windows 10,64990,681,4
HP,HP 14q APU Dual Core A6 - (4 GB/256 GB SSD/Windows 10 Home) 14q-cy0004AU Thin and Light Laptop,14,4 GB DDR4,DDR,256 GB SSD,AMD APU Dual Core A6,64 bit Windows 10,19990,17,4.3
MICROSOFT,Microsoft Surface Core i5 7th Gen - (8 GB/128 GB SSD/Windows 10 S) 1769 Thin and Light Laptop,13.5,8 GB DDR3,DDR,128 GB SSD,Intel Core i5  (7th Gen),64 bit Windows 10,81990,921,4.6
HP,HP Pavilion Core i7 9th Gen - (12 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics) 15-dk0051TX Ga...,15.6,12 GB DDR4,DDR,1 TB HDD|512 GB SSD,Intel Core i7  (9th Gen),64 bit Windows 10,103989,3,5
DELL,Dell Inspiron 13 7000 Series Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) insp 7380 Laptop,13.3,8 GB DDR4,DDR,512 GB SSD,Intel Core i5  (8th Gen),64 bit Windows 10,72550,98,4.4
DELL,Dell Inspiron 15 7000 Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 7567 Gaming Lapt...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i7  (7th Gen),64 bit Windows 10,86000,7,4.3
ASUS,Asus Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) S510UN-BQ069T Laptop,15.6,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i7  (8th Gen),64 bit Windows 10,70970,63,4.3
HP,HP Pavilion 15 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-BC406TX Gaming Lapto...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,53990,1148,4
DELL,Dell Inspiron 14 5000 Series Core i3 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5482 2 in...,14,8 GB DDR4,DDR,1 TB HDD,Intel Core i3  (8th Gen),64 bit Windows 10,64990,813,4.2
HP,HP Core M 6th Gen - (4 GB/128 GB SSD/Windows 10 Pro) X2 2 in 1 Laptop,12,4 GB DDR3,DDR,128 GB SSD,Intel Core M  (6th Gen),64 bit Windows 10,89855,211,4.7
ACER,Acer Nitro 5 Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) AN515-51 Gaming Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i7  (7th Gen),64 bit Windows 10,69999,3188,4.5
LENOVO,Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 130-15IKB Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),DOS,25490,74,4.4
IBALL,iball Compbook Celeron Dual Core 7th Gen - (3 GB/32 GB EMMC Storage/Windows 10) Marvel6 V3.0 Laptop,14,3 GB DDR3,DDR,,Intel Celeron Dual Core  (7th Gen),64 bit Windows 10,15000,210,4.6
ASUS,Asus VivoBook Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) S430UA-EB155T Thin and Ligh...,14,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i5  (8th Gen),64 bit Windows 10,57990,477,4.7
HP,HP Pavilion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) 15-dk0047TX Gam...,15.6,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i5  (9th Gen),64 bit Windows 10,78990,505,4.3
ASUS,Asus ROG Strix Hero II Core i7 8th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics) GL5...,15.6,16 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i7  (8th Gen),64 bit Windows 10,164990,3,4.7
ASUS,Asus APU Dual Core E1 - (4 GB/500 GB HDD/Windows 10 Home) X540YA-XO547T Laptop,15.6,4 GB DDR3,DDR,500 GB HDD,AMD APU Dual Core E1,64 bit Windows 10,17990,1929,3.8
APPLE,Apple MacBook Pro Core i7 8th Gen - (16 GB/256 GB SSD/Mac OS Mojave/4 GB Graphics) MV922HN,15.4,16 GB DDR3,DDR,256 GB SSD,Intel Core i7  (8th Gen),Mac OS,189990,236,4.3
MSI,MSI Core i7 9th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics) GE63 Raider RGB 9SF-80...,15.6,16 GB DDR4,DDR,1 TB HDD|512 GB SSD,Intel Core i7  (9th Gen),64 bit Windows 10,189990,17,4
ACER,Acer Swift 3 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/2 GB Graphics) SF315-52G Lapt...,15.6,8 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i5  (8th Gen),64 bit Windows 10,56990,431,3.9
LENOVO,Lenovo 330 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10) Ideapad Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),64 bit Windows 10,35990,681,4
DELL,Dell Inspiron 15 3000 Series Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3567 Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (6th Gen),64 bit Windows 10,31990,336,4.5
HP,HP 14q APU Dual Core A6 - (4 GB/256 GB SSD/Windows 10 Home) 14q-cy0004AU Thin and Light Laptop,14,4 GB DDR4,DDR,256 GB SSD,AMD APU Dual Core A6,64 bit Windows 10,19990,2,3
LENOVO,Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) IP-l340 Gaming Lap...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (9th Gen),64 bit Windows 10,63490,98,4.4
ASUS,Asus VivoBook Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) S430UA-EB008T Thin and Ligh...,14,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i5  (8th Gen),64 bit Windows 10,64990,3,3.7
ASUS,Asus ROG Core i7 7th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics) GL502VM-FY230T Gam...,15.6,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,146490,13,4.6
HP,HP Pavilion 15 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-BC406TX Gaming Lapto...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,53990,797,4.2
ASUS,Asus Vivobook Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) X510UN-EJ330T Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i7  (8th Gen),64 bit Windows 10,57790,4,5
DELL,Dell G7 Series Core i7 8th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics) 7588 Gaming...,15.6,16 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i7  (8th Gen),64 bit Windows 10,129990,404,4.5
ACER,Acer Aspire 5 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-51G Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,45990,1148,4
ACER,Acer Swift 3 Core i7 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF314-51 Thin and Light Laptop,14,8 GB DDR4,DDR,256 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,60990,13,3
ACER,Acer Nitro 5 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/2 GB Graphics) AN515-51 Gamin...,15.6,8 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i5  (7th Gen),64 bit Windows 10,54990,196,4.5
LENOVO,Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 130-15IKB Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),DOS,25490,221,4.8
DELL,Dell Inspiron 7000 Core i5 6th Gen - (8 GB/1 TB HDD/8 GB SSD/Windows 10 Home/4 GB Graphics) 7559 Gamin...,15.6,8 GB DDR3,DDR,1 TB HDD|8 GB SSD,Intel Core i5  (6th Gen),64 bit Windows 10,88768,210,4.6
ASUS,Asus ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331UAL-EG011T Thin and Light Lap...,13.3,8 GB DDR3,DDR,512 GB SSD,Intel Core i5  (8th Gen),64 bit Windows 10,69990,2,3
HP,HP Pavilion 15 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 15-BC408TX G...,15.6,8 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i7  (8th Gen),64 bit Windows 10,92600,45,4.5
HP,HP Omen Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics) 15-ce073TX Gaming L...,15.6,8 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i5  (7th Gen),64 bit Windows 10,103990,108,4.5
ASUS,Asus ROG Strix Edition Core i7 8th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) GL5...,15.6,16 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i7  (8th Gen),64 bit Windows 10,95990,1929,3.8
ASUS,Asus APU Dual Core E1 - (4 GB/500 GB HDD/Windows 10 Home) X540YA-XO547T Laptop,15.6,4 GB DDR3,DDR,500 GB HDD,AMD APU Dual Core E1,64 bit Windows 10,17990,10,4
APPLE,Apple Macbook Pro Core i7 8th Gen - (16 GB/512 GB SSD/Mac OS Mojave/4 GB Graphics) MR942HN/A,15.4,16 GB DDR4,DDR,512 GB SSD,Intel Core i7  (8th Gen),64 bit Mac OS,239990,3188,4.5
ACER,Acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) G3...,15.6,8 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i5  (7th Gen),64 bit Windows 10,129999,5,4
ASUS,Asus ROG Strix Edition Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) GL50...,15.6,8 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,92990,681,4
HP,HP 14q APU Dual Core A6 - (4 GB/256 GB SSD/Windows 10 Home) 14q-cy0004AU Thin and Light Laptop,14,4 GB DDR4,DDR,256 GB SSD,AMD APU Dual Core A6,64 bit Windows 10,19990,107,4.7
DELL,Dell Inspiron 15 5000 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 5577 ...,15.6,8 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i5  (7th Gen),64 bit Windows 10,66990,391,4
HP,HP Pavilion x360 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14-dh1025...,14,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i5  (10th Gen),64 bit Windows 10,81290,98,4.4
AGB,AGB Octev Core i7 7th Gen - (16 GB/1 TB HDD/1 TB SSD/Windows 10 Home/2 GB Graphics) G0812 Gaming Lapto...,15.6,16 GB DDR4,DDR,1 TB HDD|1 TB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,84000,1500,4.4
ACER,Acer Aspire 3 Ryzen 5 Quad Core - (4 GB/1 TB HDD/Windows 10 Home) A315-41 / A315-41G / A315-41-R45R La...,15.6,4 GB DDR4,DDR,1 TB HDD,AMD Ryzen 5 Quad Core,64 bit Windows 10,28990,112,4.2
DELL,Dell Inspiron 15 7000 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10/4 GB Graphics) Inspiron 7...,15.6,8 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i7  (8th Gen),64 bit Windows 10,89000,1148,4
HP,HP Pavilion 15 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-BC406TX Gaming Lapto...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,53990,4,4.8
HP,HP Spectre x360 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-ap0101TU 2 in 1 Laptop,13.3,16 GB DDR4,DDR,512 GB SSD,Intel Core i7  (8th Gen),64 bit Windows 10,172725,10,3.9
APPLE,Apple Macbook Pro Core i5 - (4 GB/500 GB HDD/OS X Mavericks) A1278,13.3,4 GB DDR3,DDR,500 GB HDD,Intel Core i5,Mac OS,86999,210,4.6
DELL,Dell Core i5 5th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 7548 Laptop,15.6,8 GB DDR3,DDR,1 TB HDD,Intel Core i5  (5th Gen),64 bit Windows 10,69500,23,1.6
HP,HP Pavilion Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-cx0140TX Gaming Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,67990,4,4.8
ASUS,Asus ROG Core i9 9th Gen - (32 GB/1 TB HDD/1 TB SSD/Windows 10 Home/8 GB Graphics) G703GXR-EV078R Gami...,17.3,32 GB DDR4,DDR,1 TB HDD|1 TB SSD,Intel Core i9  (9th Gen),64 bit Windows 10,399990,1929,3.8
ASUS,Asus APU Dual Core E1 - (4 GB/500 GB HDD/Windows 10 Home) X540YA-XO547T Laptop,15.6,4 GB DDR3,DDR,500 GB HDD,AMD APU Dual Core E1,64 bit Windows 10,17990,20,3.8
LENOVO,Lenovo Core i7 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 510 Laptop,15.6,8 GB DDR4,DDR,2 TB HDD,Intel Core i7  (7th Gen),64 bit Windows 10,82490,221,4.8
APPLE,Apple MacBook Air Core i5 8th Gen - (8 GB/128 GB SSD/Mac OS Mojave) MREE2HN/A,13.3,8 GB DDR3,DDR,128 GB SSD,Intel Core i5  (8th Gen),Mac OS,106990,33,4.8
LENOVO,Lenovo Legion Core i7 7th Gen - (16 GB/2 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics) Y720 Gaming ...,15.6,16 GB DDR4,DDR,2 TB HDD|256 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,169990,681,4
AGB,AGB Tiara 2403-R Core i7 7th Gen - (8 GB/1 TB HDD/512 GB SSD/Windows 10/2 GB Graphics) 2403-R Laptop,15.6,8 GB DDR4,DDR,1 TB HDD|512 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,71999,16,4.7
AGB,AGB Orion Core i7 7th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) ZQ-0812 Gaming Laptop,14,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,64499,11,4.3
HP,HP 14q APU Dual Core A6 - (4 GB/256 GB SSD/Windows 10 Home) 14q-cy0004AU Thin and Light Laptop,14,4 GB DDR4,DDR,256 GB SSD,AMD APU Dual Core A6,64 bit Windows 10,19990,19,4.3
LENOVO,Lenovo Ideapad 330 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/4 GB Graphics) 330-...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,64999,98,4.4
LENOVO,Lenovo Ideapad 520 Core i7 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 520-15IKB Laptop,15.6,8 GB DDR4,DDR,2 TB HDD,Intel Core i7  (8th Gen),64 bit Windows 10,85990,7,4.1
LENOVO,Lenovo Ideapad 520 Core i5 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/2 GB Graphics) 520-15IKB Laptop,15.6,8 GB DDR4,DDR,2 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,57989,28,3.8
HP,HP Pavilion 15 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-BC406TX Gaming Lapto...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,53990,585,4.2
LENOVO,Lenovo Ideapad 330 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330-15IKB Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,57900,1148,4
HP,HP Core i7 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-ab549TX Laptop,15.6,8 GB DDR3,DDR,1 TB HDD,Intel Core i7  (6th Gen),64 bit Windows 10,64990,63,4.2
MSI,MSI Core i7 9th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/6 GB Graphics) GP75 Leopard 9SE-485IN...,17.3,16 GB DDR4,DDR,1 TB HDD|512 GB SSD,Intel Core i7  (9th Gen),64 bit Windows 10,162990,435,4.5
ACER,Acer Spin 3 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) SP315-51-3723 2 in 1 Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (6th Gen),64 bit Windows 10,43999,24,4.3
HP,HP 14 Core i3 6th Gen - (4 GB/1 TB HDD/DOS) 14q-BU012TU Laptop,14,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (6th Gen),DOS,30500,210,4.6
LENOVO,Lenovo Core i5 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) IP 500 Laptop,15.6,8 GB DDR3,DDR,1 TB HDD,Intel Core i5  (6th Gen),64 bit Windows 10,52500,15,4.2
LENOVO,Lenovo Ideapad 330S Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home/512 MB Graphics) 81F5002PIN Lapto...,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),64 bit Windows 10,35480,160,4.1
HP,HP Spectre X360 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-AP0033DX 2 in 1 Laptop,13.3,16 GB DDR4,DDR,512 GB SSD,Intel Core i7  (8th Gen),64 bit Windows 10,149990,1929,3.8
LENOVO,Lenovo 20LS0002US Core i5 7th Gen - (8 GB/256 GB HDD/8 GB SSD/Windows 10) Thinkpad L480 Laptop,14,8 GB DDR,DDR,256 GB HDD|8 GB SSD,AMD Core i5  (7th Gen),Windows 10,125000,46,3.4
ASUS,Asus Vivobook Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X507UA-EJ836T Thin and Light Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),64 bit Windows 10,26300,78,4
ASUS,Asus APU Dual Core E1 - (4 GB/500 GB HDD/Windows 10 Home) X540YA-XO547T Laptop,15.6,4 GB DDR3,DDR,500 GB HDD,AMD APU Dual Core E1,64 bit Windows 10,17990,80,4.2
ASUS,Asus E203NAH-FD049T Celeron Dual Core 7th Gen - (2 GB/500 GB HDD/Windows 10 Home) E203NAH-FD049T Lapto...,11.6,2 GB DDR3,DDR,500 GB HDD,Intel Celeron Dual Core  (7th Gen),64 bit Windows 10,18999,681,4
ASUS,Asus Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) X507UA-EJ500T Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,25999,1,5
LENOVO,Lenovo Ideapad 330 APU Dual Core E2 - (4 GB/500 GB HDD/Windows 10 Home) 330-15AST Laptop,15.6,4 GB DDR4,DDR,500 GB HDD,AMD APU Dual Core E2,64 bit Windows 10,19990,1,5
HP,HP 14q APU Dual Core A6 - (4 GB/256 GB SSD/Windows 10 Home) 14q-cy0004AU Thin and Light Laptop,14,4 GB DDR4,DDR,256 GB SSD,AMD APU Dual Core A6,64 bit Windows 10,85000,98,4.4
DELL,Dell 5000 Core i7 6th Gen - (8 GB/1 TB HDD/Windows 10 Home) 5568 2 in 1 Laptop,15.6,8 GB,,1 TB HDD,Intel Core i7  (6th Gen),64 bit Windows 10,145990,144,3.9
HP,HP Spectre x360 Core i7 7th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13–ac059TU 2 in 1 Laptop,13.3,16 GB DDR3,DDR,512 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,92200,19,4.1
LENOVO,Lenovo Yoga Pentium Quad Core 8th Gen - (4 GB/500 GB HDD/8 GB SSD/Windows 10 Pro) Yoga 730 Notebook,15.6,4 GB DDR3L,DDR,500 GB HDD|8 GB SSD,Intel Pentium Quad Core  (8th Gen),64 bit Windows 10,79990,1148,4
HP,HP 400 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ProBook x360 440 G1 2 in 1 Laptop,14,8 GB DDR4,DDR,512 GB SSD,Intel Core i5  (8th Gen),64 bit Windows 10,68990,3,4
LENOVO,Lenovo Ideapad 520 Core i5 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 520-15IKB Laptop,15.6,8 GB DDR4,DDR,2 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,53990,40,4.2
HP,HP Pavilion 15 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-BC406TX Gaming Lapto...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,64990,6,4.2
HP,HP Pavilion x360 Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14-dh0042TU 2 in 1 Lapto...,14,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i5  (8th Gen),64 bit Windows 10,88500,8,4.4
ASUS,Asus APU Dual Core E1 - (4 GB/500 GB HDD/Windows 10 Home) X540YA-XO547T Laptop,15.6,4 GB DDR3,DDR,500 GB HDD,AMD APU Dual Core E1,64 bit Windows 10,17990,1929,3.8
LENOVO,Lenovo Ideapad 330 Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) 330-15IGM Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Pentium Quad Core,64 bit Windows 10,26660,4,3.5
LENOVO,Lenovo Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) Ideapad 510 Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (7th Gen),64 bit Windows 10,57309,250,4.1
HP,HP 400 Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Pro) ProBook x360 440 G1 Business Laptop,14,4 GB DDR4,DDR,256 GB SSD,Intel Core i3  (8th Gen),64 bit Windows 10,55990,681,4
HP,HP 14q APU Dual Core A6 - (4 GB/256 GB SSD/Windows 10 Home) 14q-cy0004AU Thin and Light Laptop,14,4 GB DDR4,DDR,256 GB SSD,AMD APU Dual Core A6,64 bit Windows 10,19990,49,3.9
LENOVO,Lenovo Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 510 Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (7th Gen),64 bit Windows 10,66990,104,3.8
LENOVO,Lenovo i5-8250u Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10) Yoga 730 2 in 1 Laptop,13.3,8 GB DDR4,DDR,256 GB SSD,Intel Core i5  (7th Gen),64 bit Windows 10,125000,43,3.7
LENOVO,Lenovo Ideapad 330 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 330-15IKB Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),64 bit Windows 10,33500,26,4.8
DELL,Dell Inspiron 5000 Core i5 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5559 Laptop,15.6,8 GB DDR3,DDR,1 TB HDD,Intel Core i5  (6th Gen),64 bit Windows 10,62990,98,4.4
MSI,MSI GL Series Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) GV72 7RE-1464...,17.3,8 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,95990,57,4.2
HP,HP Pavilion 15 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-BC406TX Gaming Lapto...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,53990,1148,4
ASUS,Asus VivoBook S15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X510UA-EJ770T Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),64 bit Windows 10,33974,88,3.9
AGB,AGB Tiara Core i7 7th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) 1210-V Laptop,15.6,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,69999,3,2.3
MSI,MSI GL Core i7 8th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics) GL63 8SD-632IN Gami...,15.6,16 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i7  (8th Gen),64 bit Windows 10,117990,85,4.3
LENOVO,Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 130-15IKB Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),DOS,25490,694,3.9
DELL,Dell 5000 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 5368 2 in 1 Laptop,13.3,4 GB,,1 TB HDD,Intel Core i3  (6th Gen),64 bit Windows 10,56990,210,4.6
MSI,MSI GL Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) GL62 7RDX Gaming Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i7  (7th Gen),64 bit Windows 10,95990,681,4
HP,HP 14q APU Dual Core A6 - (4 GB/256 GB SSD/Windows 10 Home) 14q-cy0004AU Thin and Light Laptop,14,4 GB DDR4,DDR,256 GB SSD,AMD APU Dual Core A6,64 bit Windows 10,19990,701,4.5
MSI,MSI GL Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) GL62M 7REX Gaming La...,15.6,8 GB DDR4,DDR,1 TB HDD|128 GB SSD,Intel Core i7  (7th Gen),64 bit Windows 10,99990,190,4.2
